age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,log_balance
28,1,2,1,0,-0.2385967066740117,1,0,2,9,8,0.9737645711124715,1,-0.48118405401369996,-0.3632598446560345,3,1,6.633318433280377
32,1,1,1,1,-0.47423597815957896,1,0,2,9,8,0.8095528390185704,1,-0.48118405401369996,-0.3632598446560345,3,1,-inf
60,9,1,0,0,-0.4537725677410955,1,0,2,9,8,1.8898931817416036,2,-0.48118405401369996,-0.3632598446560345,3,1,4.189654742026425
26,1,2,1,0,-0.448501689299971,1,0,2,9,8,0.8124337465991652,1,-0.48118405401369996,-0.3632598446560345,3,1,4.418840607796598
40,1,1,1,0,-0.4708254097564984,1,0,2,9,8,3.8028158152565212,2,-0.48118405401369996,-0.3632598446560345,3,1,2.3978952727983707
33,1,0,0,0,-0.35300577401371475,1,0,2,9,8,0.8441237299857075,2,-0.48118405401369996,-0.3632598446560345,3,1,5.968707559985366
32,4,2,2,0,-0.37749985618129345,0,0,2,12,8,1.109167227400425,2,-0.48118405401369996,-0.3632598446560345,3,1,5.7430031878094825
35,1,1,0,0,-0.34556453386153896,0,0,2,13,8,0.380297609509952,4,-0.48118405401369996,-0.3632598446560345,3,1,6.028278520230698
33,4,0,1,0,-0.47237566812153503,1,0,2,13,8,2.8060217923707356,1,-0.48118405401369996,-0.3632598446560345,3,1,1.791759469228055
38,4,1,2,0,-0.4370297773986999,1,0,2,13,8,0.5646756946680163,4,-0.48118405401369996,-0.3632598446560345,3,1,4.787491742782046
23,2,2,0,0,-0.4726857197945423,1,0,2,13,8,0.06627868322512369,2,-0.48118405401369996,-0.3632598446560345,3,1,1.6094379124341005
60,1,1,0,0,-0.08264071515132705,1,1,2,13,8,1.8524413831938717,1,-0.48118405401369996,-0.3632598446560345,3,1,7.141245122350491
48,4,1,2,0,0.13036478420470546,1,0,2,13,8,0.8959800664364131,2,-0.48118405401369996,-0.3632598446560345,3,1,7.575584651557793
45,2,0,2,0,-0.5963963373244652,1,0,2,13,8,0.28234675176973034,1,-0.48118405401369996,-0.3632598446560345,3,1,
36,1,1,1,0,-0.11271572743303762,1,0,2,13,8,1.8121086770655452,4,-0.48118405401369996,-0.3632598446560345,3,1,7.061334366910438
52,4,1,3,0,0.22058982104983713,1,0,2,13,8,1.3626870944927634,1,-0.48118405401369996,-0.3632598446560345,3,1,7.714677473800927
35,1,0,0,0,-0.380910424584374,1,0,2,13,8,1.650777852552239,2,-0.48118405401369996,-0.3632598446560345,3,1,5.707110264748875
43,9,1,1,0,0.5445938193424921,1,0,2,13,8,3.886362135093769,2,-0.48118405401369996,-0.3632598446560345,3,1,8.097426298597213
52,3,1,1,0,0.7424067867211657,1,0,2,14,8,1.6421351298104547,3,-0.48118405401369996,-0.3632598446560345,3,1,8.274866820685254
53,9,0,0,0,-0.02652136233700117,1,0,2,14,8,0.29963219725329887,1,-0.48118405401369996,-0.3632598446560345,3,1,7.275172319452771
48,1,0,0,0,-0.4664846863343958,1,0,2,14,8,1.3252352959450318,1,-0.48118405401369996,-0.3632598446560345,3,1,3.218875824868201
41,1,2,0,0,0.02773768043928077,1,0,2,14,8,3.4023696615538506,1,-0.48118405401369996,-0.3632598446560345,3,1,7.389563953677635
39,4,0,2,0,-0.3136292115417844,1,1,2,14,8,2.75416545592003,1,-0.48118405401369996,-0.3632598446560345,3,1,6.249975242259483
59,5,1,1,0,-0.002337331842429791,1,1,2,14,8,2.1693412170592947,2,-0.48118405401369996,-0.3632598446560345,3,1,7.327780538421631
41,1,1,1,0,0.40134994641310784,1,0,2,14,8,1.4001388930404952,1,-0.48118405401369996,-0.3632598446560345,3,1,7.945909598613133
48,1,1,1,0,-0.03830332591127953,1,0,2,14,8,0.7404110570842963,2,-0.48118405401369996,-0.3632598446560345,3,1,7.24850407237061
40,0,1,1,0,0.002003391579672764,1,0,2,14,8,0.956479125628903,1,-0.48118405401369996,-0.3632598446560345,3,1,7.336936913707618
48,1,1,1,0,0.02091654363311961,1,0,2,14,8,1.1178099501422092,1,-0.48118405401369996,-0.3632598446560345,3,1,7.375882148215011
60,5,1,0,0,0.004173753290724041,1,0,2,14,8,1.6075642388433176,1,-0.48118405401369996,-0.3632598446560345,3,1,7.341483852363161
40,9,2,3,0,0.6583827833361805,1,0,2,14,8,1.8898931817416036,2,-0.48118405401369996,-0.3632598446560345,3,1,8.203304026795282
57,9,1,2,0,-0.47423597815957896,0,0,2,14,8,1.3770916323957372,2,-0.48118405401369996,-0.3632598446560345,3,1,-inf
51,1,1,1,0,1.7522450857060246,1,0,2,14,8,1.5989215161015333,1,-0.48118405401369996,-0.3632598446560345,3,1,8.879193928110318
41,1,0,1,0,1.1665574753951868,1,0,2,14,8,3.027851676076532,3,-0.48118405401369996,-0.3632598446560345,3,1,8.573951525234847
41,1,1,1,0,-0.044814411044433365,1,0,2,15,8,2.275934797541301,4,-0.48118405401369996,-0.3632598446560345,3,1,7.233455418621439
52,1,0,0,0,-0.5331457960309708,1,0,2,15,8,1.1034054122392356,1,-0.48118405401369996,-0.3632598446560345,3,1,
59,1,1,0,0,-0.3747093911242275,1,0,2,15,8,0.9305509574035502,1,-0.48118405401369996,-0.3632598446560345,3,1,5.771441123130016
44,1,1,3,0,-0.42865838222750213,1,0,2,15,8,0.3197985503174621,1,-0.48118405401369996,-0.3632598446560345,3,1,4.990432586778736
49,11,1,0,0,-0.3681983059910737,1,1,2,15,8,0.4263921307994681,2,-0.48118405401369996,-0.3632598446560345,3,1,5.834810737062605
40,7,1,0,0,-0.4767163915436376,1,0,2,15,8,1.5787551630373702,2,-0.48118405401369996,-0.3632598446560345,3,1,
41,0,1,0,0,-0.5688017384268133,1,0,2,15,8,0.368773979187573,1,-0.48118405401369996,-0.3632598446560345,3,1,
44,9,1,2,0,0.9461107358869785,1,0,2,15,8,1.5528269948120172,2,-0.48118405401369996,-0.3632598446560345,3,1,8.429672593886743
60,7,2,0,0,-0.3768797528352788,1,0,2,15,8,1.5787551630373702,2,-0.48118405401369996,-0.3632598446560345,3,1,5.749392985908253
29,4,1,2,0,2.805180567238901,0,0,2,15,8,2.454551067538176,2,-0.48118405401369996,-0.3632598446560345,3,1,9.266437111328052
41,5,0,0,0,-0.5461679662972785,1,0,2,15,8,2.2586493520577324,2,-0.48118405401369996,-0.3632598446560345,3,1,
41,1,1,0,0,0.2866308274003974,1,0,2,15,8,1.9590349636758777,1,-0.48118405401369996,-0.3632598446560345,3,1,7.805474625270857
42,9,2,1,0,-0.05101544450457987,1,0,2,15,8,4.306974641860603,6,-0.48118405401369996,-0.3632598446560345,3,1,7.21890970761906
36,7,2,3,0,-0.3868014063715132,1,0,2,16,8,0.4119875928964943,1,-0.48118405401369996,-0.3632598446560345,3,1,5.641907070938114
39,9,1,2,0,-0.44478106922388305,1,1,2,16,8,1.2704980519137312,1,-0.48118405401369996,-0.3632598446560345,3,1,4.553876891600541
31,6,2,2,0,-0.4292784855735168,1,0,2,16,8,0.8758137133722499,1,-0.48118405401369996,-0.3632598446560345,3,1,4.976733742420574
26,1,1,1,0,-0.3976532149267696,1,0,2,16,8,2.2211975535100006,3,-0.48118405401369996,-0.3632598446560345,3,1,5.5093883366279774
31,1,1,1,0,-0.4454011725698977,1,0,2,16,8,0.910384604339387,1,-0.48118405401369996,-0.3632598446560345,3,1,4.532599493153256
29,0,2,1,0,-0.42338750378637763,1,1,2,16,8,1.2416889761077838,1,-0.48118405401369996,-0.3632598446560345,3,1,5.099866427824199
37,7,0,1,0,-0.4587333945092127,1,0,2,16,8,0.7116019812783488,2,-0.48118405401369996,-0.3632598446560345,3,1,3.912023005428146
33,1,2,1,0,-0.602907422457619,1,0,2,16,8,1.1379763032063726,2,-0.48118405401369996,-0.3632598446560345,3,1,
24,9,2,1,0,-0.3471147922265756,1,0,2,16,8,1.5557079023926121,1,-0.48118405401369996,-0.3632598446560345,3,1,6.016157159698354
50,0,0,1,0,-0.36137716918491253,1,0,2,16,8,2.788736346887167,1,-0.48118405401369996,-0.3632598446560345,3,1,5.8971538676367405
27,9,2,2,0,0.6751255736785761,1,0,2,16,8,1.5124942886836907,1,-0.48118405401369996,-0.3632598446560345,3,1,8.217978203150732
54,4,2,2,0,0.8881310730346086,1,0,2,16,8,2.664857320921593,3,-0.48118405401369996,-0.3632598446560345,3,1,8.387995252944556
30,9,2,1,0,-0.20635133268124986,1,0,2,16,8,2.365242932539738,5,-0.48118405401369996,-0.3632598446560345,3,1,6.761572768804055
34,1,1,0,0,-0.2584400137464805,1,1,2,16,8,1.9936058546430149,4,-0.48118405401369996,-0.3632598446560345,3,1,6.54534966033442
37,4,2,1,0,-0.22836500146476996,1,0,2,16,8,2.3479574870561697,4,-0.48118405401369996,-0.3632598446560345,3,1,6.675823221634848
41,0,2,1,0,-0.15767322001909978,1,0,2,19,8,1.4692806749747693,1,-0.48118405401369996,-0.3632598446560345,3,1,6.928537818164665
47,1,1,1,0,-0.20635133268124986,1,0,2,19,8,1.6450160373910494,2,-0.48118405401369996,-0.3632598446560345,3,1,6.761572768804055
31,0,1,1,0,-0.4438509142048611,1,0,2,19,8,0.6770310903112118,1,-0.48118405401369996,-0.3632598446560345,3,1,4.584967478670572
31,1,1,1,0,-0.24014696503904834,1,0,2,19,8,1.8726077362580351,4,-0.48118405401369996,-0.3632598446560345,3,1,6.626717749249025
43,7,0,1,0,-0.15147218655895328,1,0,2,19,8,0.5185811733785002,3,-0.48118405401369996,-0.3632598446560345,3,1,6.947937068614969
37,4,0,2,0,-0.436099622379678,1,0,2,19,8,3.6011522846148885,2,-0.48118405401369996,-0.3632598446560345,3,1,4.812184355372417
30,9,2,2,0,-0.20108045424012533,1,1,2,19,8,1.7141578193253235,6,-0.48118405401369996,-0.3632598446560345,3,1,6.78105762593618
41,9,1,1,0,-0.3185900383099016,1,0,2,19,8,0.5963656780545586,5,-0.48118405401369996,-0.3632598446560345,3,1,6.218600119691729
36,1,1,1,0,0.9020833983199382,1,0,2,20,8,0.2132049698354562,1,-0.48118405401369996,-0.3632598446560345,3,1,8.398184404834035
35,1,0,1,0,-0.47392592648657167,1,0,2,20,8,2.399813823506875,1,-0.48118405401369996,-0.3632598446560345,3,1,0.0
29,7,2,1,0,-0.3899019231015865,1,0,2,20,8,4.350188255569525,2,-0.48118405401369996,-0.3632598446560345,3,1,5.605802066295998
35,1,1,0,0,-0.4423006558398245,1,0,2,20,8,2.7714509014035986,1,-0.48118405401369996,-0.3632598446560345,3,1,4.634728988229636
31,1,1,1,0,-0.47330582314055697,1,0,2,20,8,-0.5473546314415592,2,-0.48118405401369996,-0.3632598446560345,3,1,1.0986122886681096
35,7,1,1,0,0.8189895499539751,1,0,2,20,8,4.047692959607075,1,-0.48118405401369996,-0.3632598446560345,3,1,8.335911094196945
34,9,2,1,0,-0.447571534280949,1,0,2,20,8,2.333552949153196,4,-0.48118405401369996,-0.3632598446560345,3,1,4.454347296253507
31,0,2,1,0,-0.3402936554204144,1,1,2,20,8,1.9388686106117146,1,-0.48118405401369996,-0.3632598446560345,3,1,6.068425588244111
44,9,0,1,0,-0.16945518359337816,1,0,2,20,8,0.8009101162767862,3,-0.48118405401369996,-0.3632598446560345,3,1,6.890609120147166
36,1,1,0,0,-0.3474248438995829,1,1,2,20,8,1.99072494706242,2,-0.48118405401369996,-0.3632598446560345,3,1,6.013715156042802
35,1,1,3,0,1.0211432407547512,1,0,2,20,8,1.356925279331574,2,-0.48118405401369996,-0.3632598446560345,3,1,8.481151420068972
41,1,1,0,0,-0.08636133522741496,1,0,2,20,8,2.9385435410780945,2,-0.48118405401369996,-0.3632598446560345,3,1,7.131698510466912
31,1,2,0,0,-0.40695476511698936,1,0,2,21,8,0.556032971926232,1,-0.48118405401369996,-0.3632598446560345,3,1,5.37989735354046
34,1,1,1,0,-0.09969355716672995,1,0,2,21,8,1.5355415493284488,1,-0.48118405401369996,-0.3632598446560345,3,1,7.0967213784947605
32,9,1,1,0,-0.2286750531377773,1,0,2,21,8,1.1840708244958886,2,-0.48118405401369996,-0.3632598446560345,3,1,6.674561391814426
36,4,1,2,0,-0.21069205610335243,1,1,2,21,8,1.6882296510999708,2,-0.48118405401369996,-0.3632598446560345,3,1,6.745236349484362
30,1,2,1,1,-0.39982357663782087,1,0,2,21,8,0.11525411209523452,1,-0.48118405401369996,-0.3632598446560345,3,1,5.480638923341991
37,9,2,1,0,-0.09845335047470065,1,0,2,21,8,1.2186417154630258,1,-0.48118405401369996,-0.3632598446560345,3,1,7.10002716662926
36,1,1,0,0,-0.2882049743551838,1,0,2,21,8,0.7980292086961914,2,-0.48118405401369996,-0.3632598446560345,3,1,6.396929655216146
31,4,2,2,0,-0.21813329625552824,1,0,2,21,8,0.3860594246711415,2,-0.48118405401369996,-0.3632598446560345,3,1,6.716594773520978
27,9,1,1,0,0.2029168756884196,1,1,2,21,8,1.3972579854599005,1,-0.48118405401369996,-0.3632598446560345,3,1,7.688913336864796
34,5,1,0,0,0.9209965503733851,0,0,2,21,8,3.771125831869979,1,-0.48118405401369996,-0.3632598446560345,3,1,8.411832675758411
30,9,2,2,0,-0.07426931998012927,1,0,2,21,8,3.8172203531594953,2,-0.48118405401369996,-0.3632598446560345,3,1,7.162397497355718
32,9,2,2,0,0.9724651280926011,1,0,2,21,8,1.4059007082016848,2,-0.48118405401369996,-0.3632598446560345,3,1,8.448057452581375
37,9,2,1,0,0.5573059379357924,1,0,2,21,8,1.2301653457854047,1,-0.48118405401369996,-0.3632598446560345,3,1,8.109826276018477
32,1,1,1,0,-0.23115546652183588,1,0,2,21,8,1.5873978857791544,3,-0.48118405401369996,-0.3632598446560345,3,1,6.664409020350408
33,1,1,1,0,-0.47392592648657167,1,0,2,21,8,0.4292730383800628,3,-0.48118405401369996,-0.3632598446560345,3,1,0.0
35,1,1,0,0,-0.16573456351729024,1,0,2,23,8,2.8146645151125202,8,-0.48118405401369996,-0.3632598446560345,3,1,6.902742737158593
35,6,0,2,0,-0.05411596123465313,1,0,2,23,8,1.048668168207935,2,-0.48118405401369996,-0.3632598446560345,3,1,7.2115567333138015
30,1,2,1,0,-0.39982357663782087,1,0,2,23,8,1.1898326396570782,1,-0.48118405401369996,-0.3632598446560345,3,1,5.480638923341991
45,1,0,0,0,-0.5703519967918498,1,0,2,23,8,1.8956549969027932,1,-0.48118405401369996,-0.3632598446560345,3,1,
45,0,1,1,0,-0.4277282272084802,1,0,2,23,8,1.5009706583613118,3,-0.48118405401369996,-0.3632598446560345,3,1,5.010635294096256
33,1,1,1,0,-0.020010277203847335,1,0,2,23,8,0.6222938462799115,3,-0.48118405401369996,-0.3632598446560345,3,1,7.289610521451167
44,4,0,2,0,1.3160023817847177,0,0,2,23,8,0.6482220145052642,6,-0.48118405401369996,-0.3632598446560345,3,1,8.661120360222881
40,1,1,0,0,-0.3877315613905352,1,0,2,23,8,1.8524413831938717,3,-0.48118405401369996,-0.3632598446560345,3,1,5.631211781821365
31,1,1,1,0,0.4283244419647451,1,0,2,23,8,2.9385435410780945,2,-0.48118405401369996,-0.3632598446560345,3,1,7.976251943745623
30,9,1,2,0,-0.3061879713896086,1,0,2,26,8,0.12101592725642403,2,-0.48118405401369996,-0.3632598446560345,3,1,6.295266001439646
44,9,0,1,0,-0.08264071515132705,1,0,2,26,8,1.1984753623988624,11,-0.48118405401369996,-0.3632598446560345,3,1,7.141245122350491
34,7,1,1,0,-0.6407337265645127,1,0,2,26,8,0.8930991588558184,1,-0.48118405401369996,-0.3632598446560345,3,1,
37,1,1,1,0,-0.435169467360656,0,0,2,26,8,0.8844564361140341,2,-0.48118405401369996,-0.3632598446560345,3,1,4.836281906951478
28,6,2,2,0,-0.47392592648657167,1,0,2,26,8,3.4225360146180135,2,-0.48118405401369996,-0.3632598446560345,3,1,0.0
32,0,2,1,0,-0.2816938892220299,1,0,2,26,8,2.483360143344123,3,-0.48118405401369996,-0.3632598446560345,3,1,6.431331081933479
37,1,0,1,0,-0.3759495978162568,1,0,2,26,8,0.7778628556320282,2,-0.48118405401369996,-0.3632598446560345,3,1,5.75890177387728
34,4,1,2,0,0.23516224968118143,1,0,2,26,8,1.5067324735225012,4,-0.48118405401369996,-0.3632598446560345,3,1,7.735433352499688
38,0,0,1,0,-0.4125356952311212,1,0,2,26,8,0.16999135612653488,2,-0.48118405401369996,-0.3632598446560345,3,1,5.293304824724492
28,0,2,1,0,-0.33130215690320197,1,0,2,26,8,1.0630727061109089,6,-0.48118405401369996,-0.3632598446560345,3,1,6.133398042996649
31,4,0,2,0,-0.11891676089318412,1,0,2,26,8,2.592834631406724,4,-0.48118405401369996,-0.3632598446560345,3,1,7.044032897274685
59,7,1,1,0,-0.4807470632927328,1,0,2,26,8,1.0832390591750722,3,-0.48118405401369996,-0.3632598446560345,3,1,
24,1,1,1,0,-0.2615405304765538,1,0,2,26,8,1.509613381103096,3,-0.48118405401369996,-0.3632598446560345,3,1,6.530877627725885
26,7,2,1,0,-0.1945693691069715,1,0,2,26,8,1.1293335804645883,2,-0.48118405401369996,-0.3632598446560345,3,1,6.804614520062624
59,5,2,1,0,-0.36509778926100045,1,0,2,27,8,1.99072494706242,5,-0.48118405401369996,-0.3632598446560345,3,1,5.863631175598097
30,2,2,0,0,-0.47392592648657167,1,1,2,27,8,1.956154056095283,1,-0.48118405401369996,-0.3632598446560345,3,1,0.0
37,0,1,1,0,-0.3889717680825645,1,0,2,27,8,1.0342636303049615,3,-0.48118405401369996,-0.3632598446560345,3,1,5.616771097666572
30,0,2,1,0,-0.5399669328371319,1,1,2,27,8,1.0918817819168565,1,-0.48118405401369996,-0.3632598446560345,3,1,
25,1,1,1,0,-0.4438509142048611,1,0,2,27,8,0.9708836635318768,1,-0.48118405401369996,-0.3632598446560345,3,1,4.584967478670572
44,7,0,1,0,-0.45811329116319804,1,1,2,27,8,7.841848243250368,2,-0.48118405401369996,-0.3632598446560345,3,1,3.951243718581428
29,4,1,2,0,-0.3765697011622715,0,0,2,28,8,1.6306114994880756,2,-0.48118405401369996,-0.3632598446560345,3,1,5.752572638825633
26,4,2,2,0,1.6468275168835338,1,0,2,28,8,3.4225360146180135,2,-0.48118405401369996,-0.3632598446560345,3,1,8.830689198760998
26,9,2,1,0,-0.2668114089176783,1,0,2,28,8,0.5877229553127744,3,-0.48118405401369996,-0.3632598446560345,3,1,6.505784060128229
27,7,2,1,0,-0.45718313614417605,1,0,2,28,8,0.4926530051531474,2,-0.48118405401369996,-0.3632598446560345,3,1,4.007333185232471
25,6,2,1,0,-0.08884174861147356,1,0,2,28,8,0.7000783509559698,2,-0.48118405401369996,-0.3632598446560345,3,1,7.125283091510712
28,4,1,1,0,-0.38339083796843265,1,0,2,28,8,0.38894033225173624,1,-0.48118405401369996,-0.3632598446560345,3,1,5.680172609017068
23,7,2,1,0,-0.2677415639367003,1,0,2,28,8,2.3364338567337906,1,-0.48118405401369996,-0.3632598446560345,3,1,6.501289670540389
34,4,2,2,0,-0.14589125644482143,1,0,2,28,8,1.417424338524064,2,-0.48118405401369996,-0.3632598446560345,3,1,6.965080345601407
28,8,2,1,0,-0.17968688880261988,1,0,2,28,8,3.912290303319122,1,-0.48118405401369996,-0.3632598446560345,3,1,6.856461984594587
51,2,1,3,0,-0.2860346126441325,1,0,2,28,8,0.5416284340232582,9,-0.48118405401369996,-0.3632598446560345,3,1,6.408528791059498
35,1,1,1,0,-0.47392592648657167,1,1,2,29,8,0.4926530051531474,1,-0.48118405401369996,-0.3632598446560345,3,1,0.0
35,0,1,1,0,-0.3486650505916122,1,0,2,29,8,0.4811293748307684,1,-0.48118405401369996,-0.3632598446560345,3,1,6.003887067106539
56,1,1,1,0,-0.39672305990774764,1,0,2,29,8,1.2071180851406467,2,-0.48118405401369996,-0.3632598446560345,3,1,5.521460917862246
45,10,0,1,0,0.5659873847799975,1,0,2,29,8,1.0774772440138827,1,-0.48118405401369996,-0.3632598446560345,3,1,8.118207049405783
60,1,0,1,0,-0.47392592648657167,1,0,2,29,8,2.405575638668065,1,-0.48118405401369996,-0.3632598446560345,3,1,0.0
56,9,1,1,0,-0.291305491085257,1,0,2,29,8,0.4696057445083894,2,-0.48118405401369996,-0.3632598446560345,3,1,6.380122536899765
27,4,2,2,0,3.543103548996336,1,0,2,29,8,1.201356269979457,3,-0.48118405401369996,-0.3632598446560345,3,1,9.469391461628812
30,0,1,1,0,-0.2032508159511766,1,0,2,29,8,1.2099989927212416,3,-0.48118405401369996,-0.3632598446560345,3,1,6.773080375655535
45,1,0,0,0,-0.2897552327202204,1,0,2,29,8,1.3281162035256264,2,-0.48118405401369996,-0.3632598446560345,3,1,6.38856140554563
29,1,2,1,0,-0.48012695994671817,1,0,2,29,8,1.2733789594943261,2,-0.48118405401369996,-0.3632598446560345,3,1,
38,4,0,2,0,0.9808365232637989,1,0,2,29,8,2.8549972212408465,2,-0.48118405401369996,-0.3632598446560345,3,1,8.453827315794417
30,1,1,1,0,-0.32324081340501154,1,0,2,29,8,2.1232466957697786,3,-0.48118405401369996,-0.3632598446560345,3,1,6.18826412308259
44,1,2,0,0,0.019986388614097635,1,0,2,29,8,1.3137116656226526,3,-0.48118405401369996,-0.3632598446560345,3,1,7.374001859350161
36,4,2,2,0,1.8843270984071452,1,0,2,30,8,1.570112440295586,1,-0.48118405401369996,-0.3632598446560345,3,1,8.936824154997302
38,9,1,1,0,-0.40385424838691614,1,0,2,30,8,1.1235717653033988,3,-0.48118405401369996,-0.3632598446560345,3,1,5.424950017481403
36,1,2,1,0,-0.3604470141658906,1,1,2,30,8,2.192388477704053,2,-0.48118405401369996,-0.3632598446560345,3,1,5.905361848054571
37,4,0,1,0,-0.46896509971845446,1,0,2,30,8,0.7663392253096492,1,-0.48118405401369996,-0.3632598446560345,3,1,2.833213344056216
35,4,2,2,0,-0.29874673123743284,1,0,2,30,8,1.1264526728839936,1,-0.48118405401369996,-0.3632598446560345,3,1,6.338594078203183
38,0,0,1,0,-0.46803494469943246,1,0,2,30,8,0.6683883675694275,2,-0.48118405401369996,-0.3632598446560345,3,1,2.995732273553991
40,7,1,0,0,-0.1384500162926456,1,0,2,30,8,1.3886152627181163,2,-0.48118405401369996,-0.3632598446560345,3,1,6.987490247000991
42,10,0,1,0,0.05719258937497668,1,0,2,30,8,1.391496170298711,2,-0.48118405401369996,-0.3632598446560345,3,1,7.446585099157725
46,4,0,2,0,4.015932350332507,1,0,2,30,8,2.5841919086649394,1,-0.48118405401369996,-0.3632598446560345,3,1,9.580661777948766
35,9,0,1,0,1.3008098498073588,1,0,2,30,8,0.9190273270811712,10,-0.48118405401369996,-0.3632598446560345,3,1,8.65259782842244
34,9,0,1,0,-0.024040948952942565,1,0,2,30,8,2.0886758048026417,15,-0.48118405401369996,-0.3632598446560345,3,1,7.280697195384741
32,7,1,1,0,-0.48446768336882073,1,0,2,30,8,2.489121958505313,2,-0.48118405401369996,-0.3632598446560345,3,1,
50,10,1,1,0,0.6652039201423416,1,0,2,30,8,1.4808043052971485,3,-0.48118405401369996,-0.3632598446560345,3,1,8.209308411646937
35,1,1,1,0,-0.2575098587274586,1,1,2,30,8,2.7973790696289513,3,-0.48118405401369996,-0.3632598446560345,3,1,6.54965074223381
36,9,2,1,0,0.808447793071726,1,0,2,30,8,1.2676171443331365,3,-0.48118405401369996,-0.3632598446560345,3,1,8.327726166461412
53,1,0,0,0,0.34957131702088445,1,0,2,30,8,4.632517198467811,2,-0.48118405401369996,-0.3632598446560345,3,1,7.884952945759814
